dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1609786800,2021-01-04 19:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,271.17,2414,269.78,265.7,270.23,271.55,1013,,,89,5.1,260,,,,,,100,701,Mist,mist,50d
1609790400,2021-01-04 20:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,271.37,2414,270.37,267.42,270.65,271.55,1013,,,92,3.1,210,,,,,,100,701,Mist,mist,50d
1609794000,2021-01-04 21:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.05,2414,270.79,267.44,271.21,272.18,1013,,,90,4.1,260,0,,,,,100,701,Mist,mist,50d
1609797600,2021-01-04 22:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.07,2414,270.81,266.82,271.21,272.42,1014,,,90,5.1,270,,,,,,100,701,Mist,mist,50d
1609801200,2021-01-04 23:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.15,2414,271.28,267.57,271.76,272.5,1014,,,93,4.1,260,,,,,,100,701,Mist,mist,50n
1609804800,2021-01-05 00:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.44,2400,271.44,268.29,271.76,272.66,1015,,,92,3.6,260,,,,,,100,701,Mist,mist,50n
1609808400,2021-01-05 01:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.12,3219,272.11,268.44,272.32,273.22,1015,,,92,4.6,270,,,,,,100,701,Mist,mist,50n
1609812000,2021-01-05 02:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,273.21,3219,272.45,269.63,272.87,273.52,1015,,,94,3.1,280,0,,,,,100,701,Mist,mist,50n
1609815600,2021-01-05 03:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,272.91,8047,271.5,269.27,272.18,273.78,1016,,,89,3.1,260,,,,,,100,701,Mist,mist,50n
1609819200,2021-01-05 04:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.77,4023,269.91,266.26,270.18,272.11,1015,,,93,3.6,270,0,,,,,0,701,Mist,mist,50n
1609822800,2021-01-05 05:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.33,2012,269.21,265.72,269.67,270.72,1016,,,91,3.6,280,,,,,,20,701,Mist,mist,50n
1609826400,2021-01-05 06:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.86,2800,268.88,265.6,269.12,271,1016,,,92,3.1,270,,,,,,0,701,Mist,mist,50n
1609830000,2021-01-05 07:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269,3219,267.77,264.1,268.8,269.5,1016,,,90,3.6,260,,,,,,0,701,Mist,mist,50n
1609833600,2021-01-05 08:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.02,402,266.92,262.91,267.45,268.99,1017,,,91,3.6,260,,,,,,0,741,Fog,fog,50n
1609837200,2021-01-05 09:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,266.47,805,266.12,261.52,266.18,267.92,1017,,,97,3.1,280,,,,,,0,741,Fog,fog,50n
1609840800,2021-01-05 10:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.44,6437,265.56,262.2,267.18,267.87,1018,,,85,3.6,260,0,,,,,0,701,Mist,mist,50n
1609844400,2021-01-05 11:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.77,8047,266.16,263.63,264.89,270.69,1018,,,87,2.6,280,0,,,,,0,701,Mist,mist,50n
1609848000,2021-01-05 12:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,266.09,4800,264.63,261.06,265.4,267.18,1019,,,88,3.1,270,,,,,,0,701,Mist,mist,50n
1609851600,2021-01-05 13:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,266.07,2816,264.34,261.04,266,266.76,1020,,,86,3.1,250,,,,,,0,701,Mist,mist,50n
1609855200,2021-01-05 14:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.13,8047,265.39,262.87,265.22,267.18,1020,,,86,2.6,270,0,,,,,0,701,Mist,mist,50d
1609858800,2021-01-05 15:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.04,10000,265.57,262.77,266.32,267.18,1020,,,88,2.6,260,0,,,,,0,701,Mist,mist,50d
